"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT"
"TID_SPELL_INFO_PRINCE","Don´t let the little pony fool you. Once the Prince gets a running start, you WILL be trampled. Does 2x damage once he gets charging.","Ne vous laissez pas berner par le petit poney. Une fois le prince lancé, vous risquez fort de vous faire piétiner. Les dégâts subis doublent quand il charge.","Lass dich von dem kleinen Pony nicht beirren. Hat der Prinz erst mal Tempo drauf, wirst du zertrampelt. Wenn er heranstürmt, richtet er sogar doppelten Schaden an.","Que no te despiste su encantador poni: cuando el príncipe lo espolee, ¡pasará por encima de ti sin piedad! Inflige el doble de daño una vez iniciada la carga.","Non farti ingannare dal mini-pony: se comincia a galoppare, ti TRAVOLGERÀ. Danno 2x dopo che inizia una carica.","Laat je niet misleiden door die kleine pony. Als de prins hem op het juiste moment de sporen geeft, VERTRAPT hij je. Veroorzaakt dubbele schade als hij aanvalt.","Ikke la den lille ponnien lure deg. Så snart prinsen får opp tempoet, blir du trampet ned. Påfører 2x skade når han angriper.","Küçük midillinin seni kandırmasına izin verme. Prens hızlı bir başlangıç yaptığında ÇİĞNENECEKSİN. Şarj olduğunda 2 kat fazla hasar verir.","かわいらしいポニーに乗っていても、彼を見くびってはなりません。プリンスが走り出したら相手はタダでは済まないでしょう...突撃中はダメージが2倍です！","망아지를 타고 있다고 해서 속지 마세요. 프린스가 일단 뛰기 시작하면 장난이 아니니까요. 돌격하면 적에게 2배의 피해를 줍니다.","Пусть крошка-пони тебя не обманывает! Ты ОЧЕНЬ удивишься, когда принц вступит в бой... Наносит х2 когда штурмует.","لا تدع المُهر يخدعك. بمجرد بداية ركض الأمير، سيتم دهسك. يسبب 2x ضرر بمجرد حصوله على الشحن.","Não se engane com a carinha do pequeno pônei. Quando o Príncipe começar a correr, você será atropelado. Causa o dobro de dano ao atacar correndo.","不要被这个小个子糊弄了。一旦王子奔跑起来，你就等着被践踏吧。冲锋时会造成双倍伤害。","別被這匹小馬的外表騙了，王子只要一開始狂奔，你就會嘗到何謂蹂躪的滋味。王子衝鋒時可造成雙倍傷害。"
"TID_CHARACTER_PRINCE","Prince","Prince","Prinz","Príncipe","Principe","Prins","Prins","Prens","プリンス","프린스","Принц","أمير","Príncipe","王子","王子"
"TID_CHANGE_SETTINGS_TITLE","Clan Settings","Paramètres de clan","Claneinstellungen","Ajustes del clan","Impostazioni del clan","Claninstellingen","Klaninnstillinger","Klan Ayarları","クランの設定","클랜 설정","Настройки клана","إعدادات القبيلة","Configurações do clã","部落设置","部落設定"
"TID_SELECT_REGION","Select Region","Sélectionner une région","Region wählen","Seleccionar región","Seleziona regione","Kies regio","Velg region","Bölge Seç","地域を選択","지역 선택","Выбери регион","اختيار المنطقة","Selecionar região","选择区域","選擇區域"
"TID_REPLAY_NO_LONGER_AVAILABLE","Replay no longer available!","La vidéo n'est plus disponible !","Wiederholung nicht mehr verfügbar!","La repetición ya no está disponible.","Replay non più disponibile!","Herhaling niet langer beschikbaar!","Reprisen er ikke lenger tilgjengelig.","Oyun tekrarı artık mevcut değil!","このリプレイは期限切れです！","더 이상 리플레이를 볼 수 없습니다!","Повтор больше не доступен!","لم تعد إعادة العرض متوفرة!","O replay não está mais disponível!","抱歉，已无法回放！","此重播影片已無法使用！"
"TID_CLAN_LEADER_MESSAGE","Clan Leader Message","Message du chef de clan","Nachricht vom Clananführer","Mensaje del líder del clan","Messaggio dal capo del clan","Bericht van clanleider","Melding fra klanlederen","Klan Liderinin Mesajı","クランリーダーのメッセージ","클랜 대표 메시지","Сообщение главы клана","رسالة قائد القبيلة","Mensagem do líder do clã","部落首领消息","部落首領訊息"
"TID_CLAN_LEADER_MSG_DEF_TITLE","Enter message title here","Saisissez l'objet du message ici.","Gib hier den Nachrichtentitel ein.","Escribe un título para el mensaje.","Inserisci qui il titolo del messaggio","Voer hier een titel voor je bericht in","Skriv meldingens tittel her","Mesaj başlığını buraya gir","メッセージの件名を入力","여기에 메시지 제목을 입력하세요","Введи заголовок сообщения","أدخل عنوان الرسالة هنا","Insira o título da mensagem aqui","在这里输入消息的标题","請在此輸入訊息主旨"
"TID_CLAN_LEADER_MSG_DEF_DESC","Enter a message to your clanmates here","Saisissez un message pour les membres de votre clan ici.","Gib hier eine Nachricht an deine Clankameraden ein.","Escribe un mensaje para tus aliados.","Inserisci qui un messaggio per i membri del tuo clan","Voer hier een bericht aan je clangenoten in","Skriv en melding til klanvennene dine her","Buradan klan arkadaşlarına bir mesaj yaz","クランメンバーへのメッセージを入力","클랜원에게 보내는 메시지를 입력하세요","Напиши сообщение для соклановцев","أدخل رسالة لزملائك في القبيلة هنا","Insira aqui uma mensagem para os membros do seu clã.","在这里输入发送给部落成员的消息","請在此輸入要送給部落夥伴的訊息內容"
"TID_ALLIANCE_MESSAGE_SUCCESS","Message sent!","Message envoyé !","Nachricht gesendet!","¡Mensaje enviado!","Messaggio inviato!","Bericht verzonden!","Melding sendt!","Mesaj gönderildi!","送信完了！","메시지 전송 완료!","Сообщение отправлено!","تم إرسال الرسالة!","Mensagem enviada!","消息已发送！","訊息已送出！"
"TID_ALLIANCE_MESSAGE_FAIL","You have already sent message. You can send again in <time>.","Vous avez déjà envoyé un message. Vous pourrez en renvoyer un dans <time>.","Du hast schon eine Nachricht gesendet. In <time> kannst du wieder eine senden.","Ya has enviado un mensaje. Tienes que esperar <time> para enviar otro.","Hai già inviato un messaggio. Puoi inviarne un altro tra <time>.","Je hebt al een bericht verzonden. Verzend opnieuw iets over <time>.","Du har allerede sendt en melding. Du kan sende en ny om <time>.","Mesaj zaten gönderildi. <time> içinde tekrar gönderebilirsin.","すでにメッセージを送信ずみです。次の送信まで<time>お待ちください。","이미 메시지를 보냈습니다. <time> 후에 다시 보낼 수 있습니다.","Сообщение уже отправлено. Снова отправить можно через <time>","لقد أرسلت رسالة بالفعل. يمكنك إرسالها ثانية خلال <time>.","Você já enviou uma mensagem e poderá enviar outra em <time>.","您已经发送了消息，请在<time>后再次发送。","你已經送出訊息，<time>後才能再次傳送。"
"TID_INVALID_NAME","Invalid name! Please try another one.","Nom incorrect ! Veuillez en choisir un autre.","Ungültiger Name! Bitte probiere einen anderen.","El nombre no es válido. Prueba con otro.","Nome non valido! Prova con un altro.","Ongeldige naam! Probeer een andere naam.","Ugyldig navn! Prøv et annet.","Geçersiz ad! Lütfen başka bir tane dene.","この名前は使用できません！\n別の名前にしてください。","잘못된 이름입니다! 다른 이름을 사용해보세요.","Не верное имя! Пожалуйста, попробуй другое","اسم غير صالح! الرجاء استخدام اسم آخر.","Nome inválido. Tente outro.","此名称无效，换个试试吧！","名稱無效！請輸入其他名稱。"
"TID_NAME_TOO_SHORT","Name is too short!","Nom trop court !","Name ist zu kurz!","El nombre es demasiado corto.","Il nome è troppo corto!","De naam is te kort!","Navnet er for kort!","Ad çok kısa!","名前が短すぎます！","이름이 너무 짧습니다!","Слишком короткое имя!","الاسم قصير للغاية!","Nome muito curto.","名称太短啦！","名稱太短！"
"TID_INVALID_DESCRIPTION","Invalid description! Please try another one.","Description non valide ! Veuillez en choisir une autre.","Ungültige Beschreibung! Bitte probiere eine andere.","La descripción no es válida. Prueba con otra.","Descrizione non valida! Provane un'altra.","Ongeldige beschrijving! Probeer een andere beschrijving!","Ugyldig beskrivelse! Prøv en annen.","Geçersiz açıklama! Lütfen başka bir açıklama dene.","説明が無効です！ 別のものを試してください。","부적절한 설명입니다! 다른 내용을 입력하세요.","Описание не подходит! Пожалуйста, попробуй другое.","وصف غير صالح! الرجاء استخدام وصف آخر.","Descrição inválida. Tente outra.","此部落描述无效，请修改！","不可使用此說明！請修改。"
"TID_SELECT_BADGE","Select badge","Sélectionner un écusson","Abzeichen wählen","Seleccionar emblema","Seleziona decorazione","Kies badge","Velg merke","Rozet seç","紋章を選択","배지 선택","Выбери символ","اختيار الشارة","Selecionar emblema","选择徽章","選擇徽章"
"TID_SHARE_COUNT","<num> shares","<num> partages","<num>-mal geteilt","Veces compartido: <num>","<num> condivisioni","<num> keer gedeeld","Delt <num> ganger","<num> paylaşım","<num>回共有","<num>회 공유","Публикации: <num>","<num> من المشاركات","<num> compartilhamentos","<num>次分享","分享次數：<num>"
"TID_TV_ROYALE","TV Royale","TV Royale","TV Royale","TV Royale","TV Royale","TV Royale","TV Royale","TV Royale","クラロワTV","TV Royale","TV Royale","TV Royale","TV Royale","巅峰对决","巔峰對決"
"TID_TV_UNLOCKS","TV Royale unlocks","Accès à TV Royale","TV Royale verfügbar","TV Royale se desbloquea","TV Royale si sblocca","TV Royale ontgrendelt","TV Royale låses opp","TV Royale'ın Açılacağı Yer:","クラロワTVは","TV Royale 잠금 해제","TV Royale","فتح TV Royale","A TV Royale desbloqueia","巅峰对决","巔峰對決開放時機"
"TID_NO_TOP_REPLAYS","No replays in TV Royale at the moment.\n\nCheck back later!","Aucune vidéo sur TV Royale pour le moment.\n\nRevenez plus tard !","Es gibt derzeit keine Wiederholungen bei TV Royale.\n\nBitte schau später noch mal vorbei!","En estos momentos no hay ninguna repetición en TV Royale.\n\n¡Vuelve más tarde!","Non ci sono replay in TV Royale al momento.\n\nRiprova più tardi!","Er zijn momenteel geen herhalingen op TV Royale.\n\nNeem later weer een kijkje!","Det er for øyeblikket ingen repriser i TV Royale.\n\nKom tilbake senere!","Şu an TV Royale'da oyun tekrarı yok.\n\nDaha sonra tekrar kontrol et!","現在クラロワTVには\nリプレイがありません。\n\nまたあとで見に来てください！","현재 TV Royale에 시청 가능한 리플레이가 없습니다.\n\n나중에 다시 확인해 보세요!","На TV Royale нет повторов.\n\nЗагляни позже!","لا توجد إعادات عرض على TV Royale حاليًا.\n\nيُرجى المراجعة لاحقًا!","Não há replays na TV Royale no momento.\n\nVeja de novo mais tarde!","巅峰对决暂无回放。\n\n稍后再回来查看！","目前巔峰對決沒有重播影片。\n\n請稍後再來看看！"
"TID_TV_ROYALE_VIEWED","Most Viewed Replays","Vidéos les plus vues","Am häufigsten angesehene Wiederholungen","Repeticiones más vistas","Replay più visti","Meest bekeken herhalingen","Mest sette repriser","En Çok Görüntülenen Oyun Tekrarları","最も見られたリプレイ","가장 많이 본 리플레이","Самые популярные повторы","أكثر إعادات العرض مشاهدة","Replays mais vistos","观看最多","最多觀看次數的重播"
"TID_TV_ROYALE_SHARED","Most Shared Replays","Vidéos les plus partagées","Am häufigsten geteilte Wiederholungen","Repeticiones más compartidas","Replay più condivisi","Meeste gedeelde herhalingen","Mest delte repriser","En Çok Paylaşılan Oyun Tekrarları","最も共有されたリプレイ","가장 많이 공유된 리플레이","Самые публикуемые повторы","أكثر إعادات العرض مشاركة","Replays mais compartilhados","分享最多","分享最多次的重播"
"TID_CHALLENGE","Friendly Battle","Combat amical","Testspiel","Batalla amistosa","Amichevole","Vriendschappelijk gevecht","Vennskapskamp","Dostluk Savaşı","フレンドバトル","친선전","Дружеский бой","معركة ودية","Batalha amigável","友谊战","友誼對戰"
"TID_CHALLENGE_DEFAULT_TEXT","Can you beat me?","Peux-tu me battre ?","Kannst du mich schlagen?","¿Podrás vencerme?","Pensi di battermi?","Kun jij me verslaan?","Kan du slå meg?","Beni yenebilir misin?","対戦しましょう！","나랑 한 판 붙죠!","Сможешь победить?","أيمكنك هزيمتي؟","Será que você consegue me derrotar?","你能击败我吗？","你可以贏過我嗎？"
"TID_EXPLAIN_CHALLENGE","Note: Tournament Rules apply to Friendly Battles.","Remarque : le règlement des tournois s'applique aux combats amicaux.","Hinweis: Turnierregeln gelten nur für Testspiele.","Nota: En las batallas amistosas se aplican las reglas del torneo.","Nota: alle battaglie amichevoli si applicano le regole da torneo.","Let op: toernooiregels zijn van toepassing op vriendschappelijke gevechten.","Obs: Turneringsregler gjelder i vennskapskamper.","Not: Turnuva Kuralları Dostluk Savaşları için geçerlidir.","注意：フレンドバトルにはトーナメントルールが適用されます。","주의: 친선전에는 토너먼트 규칙이 적용됩니다.","Внимание: правила турнира действуют и на дружеские поединки.","ملاحظة: تنطبق قواعد البطولة على المعارك الودية.","Atenção: Regras de torneio se aplicam a batalhas amigáveis.","注意：锦标赛规则同样适用于友谊战。","注意：競賽規則僅適用於友誼對戰。"
